word,freq,rel_freq
autos,40008,0.0005295763801945423
ernst,39727,0.0005258568500297086
freut,39727,0.0005258568500297086
hoher,39692,0.0005253935633543734
falle,38399,0.0005082784298912774
radio,38291,0.0005068488595788147
halle,38289,0.0005068223860545098
farbe,37874,0.0005013291297612501
handy,37411,0.0004952005088846736
endet,37386,0.0004948695898308627
infos,37307,0.0004938238856208206
räume,36785,0.0004869142957772505
weist,36557,0.00048389631400649576
trend,36313,0.00048066654404130206
filme,36132,0.0004782706900917117
mainz,36118,0.0004780853754215776
krieg,36063,0.0004773573535031938
fälle,35599,0.00047121549586446487
serie,35154,0.0004653251367066322
kampf,34845,0.00046123497720153034
musst,34548,0.0004573036588422577
blieb,33916,0.00044893802516192004
autor,33423,0.0004424123014207705
tisch,33237,0.000439950263660418
smart,32760,0.00043363632811370737
werke,32691,0.0004327229915251895
echte,32286,0.0004273621028534541
tages,32250,0.00042688557941596654
leser,32194,0.0004261443207354303
roten,31955,0.0004229807345809988
reden,31856,0.0004216702951279079
stolz,31764,0.00042045251300988406
fährt,31520,0.00041722274304469036
nennt,31464,0.0004164814843641541
frank,31406,0.00041571375215931303
holen,31317,0.00041453568032774645
klare,31182,0.000412748717437168
bäume,30606,0.00040512434243736653
regen,30525,0.00040405216470301947
klima,30441,0.0004029402766822151
ideal,30420,0.000402662304677014
länge,30379,0.00040211959742876427
phase,30074,0.0003980823849722722
vorab,29876,0.0003954615060660904
orten,29874,0.00039543503254178553
grüne,29638,0.00039231115667381135
teils,29536,0.00039096100693426317
teuer,29405,0.00038922699109229445
kurse,29269,0.00038742679143956353
paris,29233,0.00038695026800207594
hände,28834,0.00038166879990325517
süden,28797,0.0003811790397036151
fühlt,28726,0.0003802392295907924
breit,28464,0.00037677119790685494
hallo,28239,0.0003737929264225575
osten,27918,0.00036954392577162647
feste,27816,0.0003681937760320783
klaus,27788,0.00036782314669181015
täter,27747,0.0003672804394435604
sitzt,27635,0.0003657979220824879
polen,27525,0.00036434187824572025
vorne,27365,0.000362223996301331
wagen,27277,0.00036105916123191687
freue,26947,0.00035669102972161397
reich,26783,0.0003545202007286149
getan,26769,0.00035433488605848086
denke,26682,0.0003531832877512192
herum,26517,0.00035099922199606775
konto,26061,0.00034496325845455826
extra,25925,0.00034316305880182735
maria,25590,0.00033872874348076225
summe,25581,0.0003386096126213904
klick,25319,0.00033514158093745294
wärme,25310,0.000335022450078081
einst,25169,0.00033315606661458796
hohem,25141,0.00033278543727431983
frist,25125,0.0003325736490798809
dahin,25100,0.0003322427300260701
sorge,24870,0.00032919827473101046
worte,24766,0.0003278216514671574
könig,24691,0.00032682889430572494
berät,24546,0.00032490956379362216
wirst,24353,0.0003223548686982026
voran,24353,0.0003223548686982026
mache,24344,0.00032223573783883065
tiefe,24342,0.0003222092643145258
tests,24338,0.00032215631726591605
szene,24250,0.000320991482196502
group,24091,0.0003188868370142651
türen,24078,0.00031871475910628347
lernt,24058,0.0003184500238632348
pause,23888,0.00031619977429732116
danke,23804,0.00031508788627651683
meint,23741,0.0003142539702609135
zahlt,23699,0.0003136980262505113
bosch,23694,0.0003136318424397492
tools,23556,0.0003118051692627134
plant,23546,0.00031167280164118907
rufen,23525,0.000311394829635988
circa,23509,0.00031118304144154906
linke,23407,0.0003098328917020009
juden,23386,0.0003095549196967998
volle,23358,0.0003091842903565317
bekam,23276,0.00030809887586003216
rente,23175,0.00030676196288263643
davor,23111,0.0003059148101048807
liter,23007,0.00030453818684102765
traum,22728,0.0003008451302004988
hielt,22387,0.0002963313943065191
pläne,22383,0.0002962784472579094
fragt,22372,0.00029613284287423265
dsgvo,22047,0.0002918308951746919
hohes,21972,0.0002908381380132594
trier,21850,0.0002892232530306626
fonds,21672,0.0002868671093675295
feuer,21115,0.00027949423284862426
denkt,21038,0.00027847500216288693
world,20979,0.0002776940331958934
fazit,20960,0.00027744253471499714
stieg,20960,0.00027744253471499714
gaben,20862,0.00027614533202405874
komme,20797,0.00027528494248415055
trump,20735,0.0002744642632306997
tarif,20665,0.0002735376898800294
david,20571,0.0002722934342377007
roman,20550,0.0002720154622324996
quasi,20500,0.0002713536241248779
jesus,20430,0.00027042705077420765
ruhig,20367,0.00026959313475860433
lagen,20351,0.0002693813465641654
damen,20296,0.0002686533246457816
enger,20260,0.000268176801208294
enorm,20013,0.00026490732095664303
total,19853,0.0002627894390122537
datei,19841,0.0002626305978664245
dreht,19788,0.0002619290494723456
vögel,19780,0.0002618231553751261
motor,19663,0.00026027445420329147
modul,19661,0.0002602479806789866
droht,19633,0.0002598773513387185
innen,19522,0.0002584080707397984
milch,19512,0.0002582757031182741
japan,19477,0.0002578124164429389
wolle,19413,0.0002569652636651832
hunde,19389,0.0002566475813735248
stufe,19300,0.00025546950954195824
kabel,19236,0.0002546223567642025
teilt,19145,0.0002534178114083311
georg,19050,0.00025216031900385
paket,19023,0.0002518029264257343
haare,19003,0.0002515381911826856
umzug,18788,0.0002486922873199125
beine,18561,0.00024568754231131025
event,18553,0.0002455816482140908
legte,18370,0.0002431593207401955
brand,18359,0.00024301371635651874
griff,18252,0.00024159738280620841
franz,18232,0.00024133264756315975
hoffe,18227,0.00024126646375239759
seele,18140,0.0002401148654451359
älter,18011,0.00023840732312747204
armut,17975,0.00023793079968998445
klage,17961,0.00023774548501985038
geist,17922,0.0002372292512959055
solch,17834,0.00023606441622649136
solle,17800,0.00023561436631330866
brief,17735,0.0002347539767734005
mobil,17724,0.00023460837238972374
songs,17716,0.00023450247829250427
allzu,17713,0.00023446276800604697
öfter,17667,0.00023385387694703505
hafen,17630,0.00023336411674739502
album,17583,0.00023274198892623069
reine,17566,0.00023251696396963932
lager,17316,0.00022920777343153105
datum,17023,0.00022532940212086815
weite,16976,0.00022470727429970382
einig,16946,0.00022431017143513082
bunte,16904,0.00022375422742472863
stoff,16901,0.00022371451713827133
miete,16816,0.0002225893923553145
krise,16790,0.00022224523653935124
masse,16764,0.000221901080723388
krebs,16724,0.00022137161023729068
labor,16653,0.00022043180012446792
drauf,16640,0.0002202597222164863
engen,16617,0.00021995527668698032
euren,16514,0.00021859189018527973
neuem,16443,0.00021765208007245698
rhein,16425,0.00021741381835371318
hitze,16392,0.00021697700520268288
väter,16289,0.0002156136187009823
kitas,16284,0.00021554743489022012
bernd,16059,0.00021256916340592268
halte,15980,0.00021152345919588046
umbau,15955,0.00021119254014206963
papst,15924,0.00021078220051534423
figur,15891,0.00021034538736431393
stein,15863,0.0002099747580240458
möbel,15787,0.00020896876410046088
rasch,15758,0.00020858489799804032
raten,15755,0.00020854518771158302
fisch,15753,0.00020851871418727815
halbe,15543,0.0002057389941352672
kasse,15541,0.00020571252061096234
award,15452,0.0002045344487793958
tempo,15429,0.00020423000324988985
wieso,15356,0.00020326371961276222
kreuz,15310,0.0002026548285537503
wählt,15308,0.00020262835502944543
mögen,15301,0.0002025356976943784
zumal,15211,0.00020134438910065944
gramm,15199,0.00020118554795483024
julia,15178,0.00020090757594962914
liest,15116,0.00020008689669617828
asien,15032,0.00019897500867537392
gutem,15006,0.00019863085285941066
krank,14983,0.0001983264073299047
store,14972,0.00019818080294622793
übrig,14959,0.0001980087250382463
babys,14839,0.00019642031357995434
jungs,14825,0.00019623499890982028
spart,14765,0.00019544079318067428
sound,14741,0.0001951231108890159
feier,14700,0.00019458040364076613
dicht,14463,0.00019144329101063949
bayer,14458,0.00019137710719987732
fügen,14435,0.00019107266167037138
wofür,14418,0.00019084763671378002
stehe,14407,0.00019070203233010325
flyer,14359,0.00019006666774678646
wider,14348,0.0001899210633631097
noten,14303,0.0001893254090662502
senat,14240,0.00018849149305064694
focus,14175,0.00018763110351073878
woher,14064,0.0001861618229118187
heide,14042,0.00018587061414446516
wirft,14014,0.00018549998480419706
wohin,13926,0.00018433514973478294
übung,13811,0.00018281292208725315
armen,13693,0.00018125098415326603
exakt,13582,0.00017978170355434597
wände,13556,0.0001794375477383827
fritz,13552,0.00017938460068977298
prüft,13503,0.00017873599934430375
josef,13469,0.00017828594943112102
lokal,13464,0.00017821976562035886
kürze,13406,0.00017745203341551773
kenne,13392,0.0001772667187453837
anbau,13387,0.00017720053493462153
baden,13373,0.00017701522026448746
ohren,13363,0.00017688285264296313
klang,13347,0.0001766710644485242
paare,13266,0.0001755988867141771
böden,13241,0.00017526796766036628
party,13181,0.00017447376193122031
felix,13180,0.00017446052516906788
küste,13131,0.00017381192382359865
wahre,13118,0.00017363984591561702
shops,13066,0.0001729515342836905
route,13022,0.00017236911674898344
ergab,13017,0.00017230293293822127
laune,12958,0.00017152196397122774
börse,12953,0.00017145578016046557
busse,12927,0.0001711116243445023
eurer,12898,0.00017072775824208175
frühe,12841,0.00016997326279939305
rande,12794,0.0001693511349782287
müsst,12775,0.00016909963649733246
liebt,12721,0.0001683848513411011
fluss,12683,0.00016788185437930864
heinz,12670,0.000167709776471327
abbau,12638,0.00016728620008244914
starb,12626,0.00016712735893661994
enden,12607,0.0001668758604557237
warnt,12602,0.00016680967664496155
stars,12575,0.00016645228406684585
bauch,12447,0.00016475797851133443
fülle,12301,0.0001628254112370792
merkt,12285,0.00016261362304264028
wollt,12280,0.0001625474392318781
sinkt,12274,0.0001624680186589635
villa,12242,0.00016204444227008565
stern,12231,0.00016189883788640888
motiv,12198,0.0001614620247353786
lasse,12193,0.00016139584092461642
nehme,12175,0.00016115757920587262
zähne,12102,0.00016019129556874503
schau,12072,0.00015979419270417203
brust,12052,0.00015952945746112337
vogel,12000,0.00015884114582919684
optik,11988,0.00015868230468336764
minus,11959,0.00015829843858094708
horst,11844,0.0001567762109334173
fasst,11771,0.00015580992729628967
simon,11720,0.00015513485242651557
kanal,11704,0.00015492306423207667
bauer,11659,0.00015432740993521717
biete,11642,0.0001541023849786258
mensa,11610,0.00015367880858974795
weber,11595,0.00015348025715746145
büros,11543,0.00015279194552553492
womit,11518,0.0001524610264717241
katze,11462,0.00015171976779118786
nutze,11391,0.0001507799576783651
level,11378,0.00015060787977038347
toten,11365,0.00015043580186240184
ferne,11354,0.00015029019747872508
wende,11330,0.00014997251518706668
berge,11309,0.00014969454318186558
aktie,11285,0.0001493768608902072
blatt,11265,0.00014911212564715855
kauft,11225,0.00014858265516106122
parks,11185,0.0001480531846749639
rückt,11173,0.0001478943435291347
mauer,11172,0.00014788110676698226
warme,11106,0.00014700748046492167
image,11098,0.0001469015863677022
power,11067,0.0001464912467409768
faire,11053,0.00014630593207084274
nette,10951,0.00014495578233129455
wohnt,10940,0.00014481017794761779
kopie,10890,0.00014414833983999613
humor,10844,0.00014353944878098423
index,10809,0.00014307616210564906
lockt,10804,0.0001430099782948869
zügig,10782,0.00014271876952753337
deckt,10716,0.00014184514322547278
fängt,10716,0.00014184514322547278
black,10670,0.00014123625216646085
buche,10629,0.00014069354491821112
pferd,10617,0.00014053470377238192
braun,10603,0.00014034938910224785
viren,10556,0.0001397272612810835
netze,10509,0.00013910513345991913
lebte,10466,0.0001385359526873645
taten,10430,0.00013805942924987694
bibel,10418,0.00013790058810404774
teure,10402,0.0001376887999096088
meyer,10399,0.0001376490896231515
tafel,10397,0.00013762261609884664
eurem,10385,0.00013746377495301744
birgt,10329,0.00013672251627248118
löwen,10323,0.00013664309569956658
islam,10318,0.00013657691188880442
alpen,10317,0.00013656367512665198
sturm,10315,0.00013653720160234712
sätze,10293,0.0001362459928349936
heben,10279,0.00013606067816485952
zielt,10253,0.00013571652234889626
linux,10251,0.0001356900488245914
games,10228,0.00013538560329508546
wuchs,10216,0.00013522676214925626
lücke,10200,0.00013501497395481733
sahen,10194,0.00013493555338190273
pixel,10182,0.00013477671223607353
duale,10172,0.0001346443446145492
nahen,10121,0.0001339692697447751
harte,10055,0.00013309564344271451
petra,10041,0.00013291032877258045
heran,10010,0.00013249998914585505
altes,9970,0.00013197051865975772
flair,9970,0.00013197051865975772
wiese,9918,0.0001312822070278312
eifel,9876,0.000130726263017429
coach,9864,0.0001305674218715998
woran,9845,0.00013031592339070357
sitze,9824,0.00013003795138550247
email,9816,0.000129932057288283
zeige,9789,0.00012957466471016734
blaue,9785,0.0001295217176615576
dicke,9768,0.00012929669270496624
wesen,9722,0.0001286878016459543
alexa,9695,0.00012833040906783862
films,9678,0.00012810538411124725
stahl,9645,0.00012766857096021696
akten,9631,0.0001274832562900829
probe,9618,0.00012731117838210126
indes,9613,0.0001272449945713391
holte,9589,0.00012692731227968072
ärger,9586,0.00012688760199322342
ecken,9550,0.00012641107855573583
decke,9542,0.00012630518445851636
stock,9510,0.0001258816080696385
marco,9477,0.0001254447949186082
liege,9409,0.00012454469509224275
engel,9336,0.00012357841145511515
clubs,9283,0.0001228768630610362
mario,9280,0.0001228371527745789
zogen,9218,0.00012201647352112805
leise,9194,0.00012169879122946965
bonus,9185,0.00012157966037009775
hofft,9184,0.00012156642360794532
music,9182,0.00012153995008364045
arena,9163,0.00012128845160274422
dosis,9146,0.00012106342664615286
feine,9143,0.00012102371635969556
harry,9121,0.00012073250759234204
kälte,9119,0.00012070603406803718
gelte,9110,0.00012058690320866528
lasst,9086,0.00012026922091700688
jener,9060,0.00011992506510104362
model,8956,0.00011854844183719058
weile,8917,0.00011803220811324568
quote,8909,0.00011792631401602623
kalte,8891,0.00011768805229728243
kohle,8863,0.0001173174229570143
foyer,8851,0.0001171585818111851
lukas,8793,0.00011639084960634399
höhen,8770,0.00011608640407683803
flüge,8743,0.00011572901149872233
james,8739,0.0001156760644501126
jäger,8729,0.00011554369682858827
sarah,8687,0.00011498775281818609
label,8676,0.00011484214843450932
fühle,8665,0.00011469654405083256
ernte,8662,0.00011465683376437526
wilde,8538,0.00011301547525747355
anruf,8518,0.00011275074001442489
rates,8474,0.00011216832247971784
honig,8469,0.00011210213866895568
ggmbh,8465,0.00011204919162034594
derer,8450,0.00011185064018805945
misst,8433,0.00011162561523146808
fulda,8407,0.00011128145941550482
sauna,8380,0.00011092406683738914
bucht,8368,0.00011076522569155994
bogen,8327,0.00011022251844331018
laien,8309,0.00010998425672456638
köpfe,8278,0.00010957391709784096
reale,8278,0.00010957391709784096
regie,8268,0.00010944154947631663
samen,8255,0.000109269471568335
gelbe,8236,0.00010901797308743877
staub,8235,0.00010900473632528634
bands,8233,0.00010897826280098147
intel,8184,0.00010832966145551224
achte,8161,0.00010802521592600629
dürfe,8038,0.00010639709418125702
chaos,8028,0.00010626472655973269
kehrt,8024,0.00010621177951112296
hobby,7961,0.00010537786349551968
armee,7945,0.00010516607530108075
sales,7922,0.00010486162977157479
setze,7901,0.00010458365776637369
maler,7872,0.00010419979166395313
malen,7855,0.00010397476670736177
marie,7846,0.00010385563584798988
helle,7820,0.00010351148003202661
reist,7769,0.00010283640516225252
grill,7755,0.00010265109049211845
grand,7747,0.000102545196394899
finca,7742,0.00010247901258413684
obere,7717,0.000102148093530326
green,7705,0.00010198925238449681
welle,7702,0.00010194954209803951
leder,7701,0.00010193630533588708
watch,7693,0.00010183041123866761
amtes,7672,0.00010155243923346651
lunge,7643,0.00010116857313104596
manch,7596,0.0001005464453098816
stört,7595,0.00010053320854772917
prinz,7591,0.00010048026149911944
boris,7589,0.00010045378797481457
jeher,7547,9.989784396441238e-05
faust,7536,9.975223958073562e-05
zeile,7512,9.943455728907723e-05
wirbt,7501,9.928895290540046e-05
areal,7474,9.893156032728477e-05
leere,7465,9.881242946791287e-05
ortes,7465,9.881242946791287e-05
ämter,7448,9.85874045113215e-05
story,7430,9.834914279257772e-05
profi,7430,9.834914279257772e-05
akkus,7413,9.812411783598635e-05
adobe,7388,9.779319878217552e-05
stuhl,7384,9.774025173356579e-05
pilze,7377,9.764759439849876e-05
neuss,7363,9.74622797283647e-05
sowas,7360,9.74225694419074e-05
räder,7350,9.729020182038306e-05
salat,7331,9.703870333948685e-05
kinos,7309,9.674749457213332e-05
agile,7297,9.658865342630412e-05
leber,7295,9.656217990199925e-05
güter,7286,9.644304904262735e-05
römer,7286,9.644304904262735e-05
laura,7283,9.640333875617005e-05
audio,7274,9.628420789679815e-05
brett,7274,9.628420789679815e-05
prima,7238,9.580768445931056e-05
still,7237,9.579444769715813e-05
mails,7229,9.568855359993866e-05
rasen,7229,9.568855359993866e-05
erben,7218,9.554294921626191e-05
lehnt,7206,9.538410807043271e-05
blogs,7180,9.503995225446945e-05
fuchs,7155,9.470903320065862e-05
virus,7153,9.468255967635375e-05
front,7151,9.465608615204888e-05
prägt,7124,9.429869357393319e-05
magen,7120,9.424574652532347e-05
säule,7110,9.411337890379914e-05
wovon,7087,9.380893337429317e-05
pfalz,7081,9.372951280137857e-05
pizza,7071,9.359714517985424e-05
flora,7058,9.342506727187261e-05
jakob,7045,9.325298936389098e-05
läden,6960,9.212786458093417e-05
eisen,6957,9.208815429447687e-05
weich,6934,9.17837087649709e-05
foren,6911,9.147926323546494e-05
typen,6908,9.143955294900766e-05
etage,6893,9.124100151672116e-05
deals,6867,9.08968457007579e-05
block,6862,9.083066188999573e-05
jeans,6848,9.064534721986167e-05
hörer,6843,9.05791634090995e-05
tesla,6828,9.0380611976813e-05
wölfe,6819,9.02614811174411e-05
sorte,6806,9.008940320945947e-05
zweit,6795,8.994379882578272e-05
hagen,6778,8.971877386919135e-05
jonas,6740,8.921577690739889e-05
geübt,6709,8.880543728067346e-05
parat,6707,8.87789637563686e-05
prime,6697,8.864659613484428e-05
boten,6675,8.835538736749075e-05
weine,6658,8.813036241089938e-05
jenen,6655,8.809065212444208e-05
tumor,6642,8.791857421646045e-05
kette,6613,8.753470811403989e-05
bafög,6612,8.752147135188746e-05
hanau,6580,8.709789496300961e-05
luxus,6560,8.683315971996094e-05
haken,6554,8.675373914704635e-05
modus,6521,8.631692599601605e-05
glanz,6521,8.631692599601605e-05
duell,6518,8.627721570955875e-05
house,6509,8.615808485018685e-05
übers,6465,8.55756673154798e-05
führe,6438,8.521827473736411e-05
glatt,6435,8.517856445090681e-05
heike,6430,8.511238064014464e-05
höhle,6407,8.480793511063868e-05
ethik,6371,8.43314116731511e-05
sankt,6366,8.426522786238893e-05
urban,6346,8.400049261934027e-05
ehren,6340,8.392107204642567e-05
brach,6339,8.390783528427323e-05
katja,6326,8.37357573762916e-05
tonne,6322,8.368281032768187e-05
segen,6320,8.3656336803377e-05
kleid,6316,8.360338975476727e-05
tasse,6292,8.328570746310887e-05
toren,6273,8.303420898221266e-05
young,6272,8.302097222006022e-05
mühle,6257,8.282242078777373e-05
kevin,6226,8.24120811610483e-05
mathe,6208,8.21738194423045e-05
lobte,6202,8.20943988693899e-05
spürt,6167,8.163111219405475e-05
karin,6148,8.137961371315852e-05
lippe,6147,8.136637695100609e-05
krone,6134,8.119429904302446e-05
zitat,6128,8.111487847010986e-05
excel,6124,8.106193142150012e-05
anton,6102,8.07707226541466e-05
taufe,6093,8.06515917947747e-05
sanft,6069,8.03339095031163e-05
baute,6066,8.029419921665901e-05
kugel,6062,8.024125216804928e-05
abzug,6054,8.013535807082981e-05
zügen,6038,7.992356987639088e-05
first,6026,7.976472873056168e-05
roter,6022,7.971178168195195e-05
faden,6018,7.965883463334222e-05
donau,6009,7.953970377397032e-05
gehör,6007,7.951323024966545e-05
celle,5996,7.936762586598869e-05
stift,5990,7.928820529307409e-05
beton,5986,7.923525824446436e-05
blüte,5984,7.920878472015949e-05
weiss,5971,7.903670681217786e-05
